cpf,matricula,sobrenome,nome,email,data_de_ingresso
879.725.172-42, 201256479, Stallard, Vivian, vivian.stallard@jujubinha.com.br, Wed Oct  3 20:01:04 2012
002.236.124-35, 201416591, Lamm, Steven, steven.lamm@jujubinha.com.br, Wed Apr  9 11:29:19 2014
718.504.591-37, 201216095, Oneal, Gregory, gregory.oneal@jujubinha.com.br, Tue Dec  4 05:53:26 2012
294.562.361-08, 201331227, Reilly, Beth, beth.reilly@jujubinha.com.br, Fri Jan 18 05:13:40 2013
512.651.239-65, 201126460, White, Daniel, daniel.white@jujubinha.com.br, Sat Mar 12 11:16:33 2011
727.437.082-83, 201549406, Mattson, Rosemary, rosemary.mattson@jujubinha.com.br, Sat Feb 28 02:27:39 2015
203.826.847-29, 201108838, Roberts, Cassandra, cassandra.roberts@jujubinha.com.br, Tue Jan 18 11:08:10 2011
835.069.314-18, 201428635, Campbell, Duane, duane.campbell@jujubinha.com.br, Wed Aug  6 06:54:34 2014
764.579.296-12, 201650891, Addington, Richard, richard.addington@jujubinha.com.br, Mon Jan  4 20:03:09 2016
715.554.027-85, 201519286, Martin, Ronald, ronald.martin@jujubinha.com.br, Mon Mar 16 13:05:30 2015
785.121.682-05, 201194260, Phipps, Katie, katie.phipps@jujubinha.com.br, Thu Oct 13 23:21:31 2011
390.522.172-59, 201649903, Lawson, Melissa, melissa.lawson@jujubinha.com.br, Fri Aug 26 14:07:32 2016
796.394.779-25, 201166791, Burk, Howard, howard.burk@jujubinha.com.br, Tue Feb 15 18:06:12 2011
180.039.461-88, 200847944, Cook, Dennis, dennis.cook@jujubinha.com.br, Wed Dec 10 14:01:37 2008
776.695.364-30, 201518103, Delrio, Angie, angie.delrio@jujubinha.com.br, Wed Apr  8 03:16:47 2015
510.896.476-74, 201531135, Jackson, Richard, richard.jackson@jujubinha.com.br, Fri Mar 13 07:36:30 2015
730.068.956-02, 201682210, Hendrix, Walter, walter.hendrix@jujubinha.com.br, Mon May  2 04:00:11 2016
407.891.531-95, 201130154, Merritt, Jacqueline, jacqueline.merritt@jujubinha.com.br, Mon Dec 19 09:40:17 2011
029.996.254-17, 201184149, Laurie, Tracey, tracey.laurie@jujubinha.com.br, Mon Oct 10 05:02:16 2011
357.524.222-61, 201622575, Adkins, Leigh, leigh.adkins@jujubinha.com.br, Thu Jan 28 00:00:17 2016
791.035.424-80, 201329247, Carlson, Hunter, hunter.carlson@jujubinha.com.br, Mon Feb  4 02:33:18 2013
461.808.193-88, 201289930, Ingram, Sergio, sergio.ingram@jujubinha.com.br, Fri Sep  7 01:36:12 2012
191.306.028-06, 201594134, Six, Mary, mary.six@jujubinha.com.br, Tue Sep 22 03:03:52 2015
112.192.218-11, 201146403, Jeansonne, James, james.jeansonne@jujubinha.com.br, Fri Jul 15 07:23:02 2011
671.806.167-71, 201246724, Phillips, Betty, betty.phillips@jujubinha.com.br, Sat Oct  6 20:08:43 2012
503.785.778-14, 201239444, Larson, Pauline, pauline.larson@jujubinha.com.br, Thu Apr 19 07:16:40 2012
927.024.406-94, 201661752, Jacob, Andres, andres.jacob@jujubinha.com.br, Sat Sep 24 09:58:48 2016
720.612.760-22, 200845013, Chase, Ronald, ronald.chase@jujubinha.com.br, Tue Jul  8 07:47:23 2008
200.625.179-31, 201013294, Blackston, Humberto, humberto.blackston@jujubinha.com.br, Mon Dec  6 18:22:57 2010
407.852.489-95, 201201775, People, Ralph, ralph.people@jujubinha.com.br, Sat Jun 30 03:48:08 2012
336.735.562-19, 201178675, Malone, Gregory, gregory.malone@jujubinha.com.br, Sat May  7 01:06:23 2011
326.930.659-55, 200993792, Beabout, Claude, claude.beabout@jujubinha.com.br, Sat Jul  4 18:26:56 2009
082.436.159-38, 201366889, Simms, Geraldine, geraldine.simms@jujubinha.com.br, Tue Aug 13 19:57:00 2013
309.696.933-54, 201457365, Compton, Jorge, jorge.compton@jujubinha.com.br, Thu Oct  2 23:59:28 2014
612.533.548-06, 201498850, Bates, Roberta, roberta.bates@jujubinha.com.br, Mon Feb 10 02:09:09 2014
968.847.115-80, 200845549, Jernberg, Joseph, joseph.jernberg@jujubinha.com.br, Sat Oct 25 02:36:19 2008
762.146.090-03, 201651105, Davis, Henrietta, henrietta.davis@jujubinha.com.br, Sat Jun 25 22:21:31 2016
258.560.554-84, 201561848, Boyer, Mary, mary.boyer@jujubinha.com.br, Thu Jan 15 19:07:33 2015
080.695.819-34, 201693054, Pace, Jasper, jasper.pace@jujubinha.com.br, Tue Apr 19 14:45:46 2016
219.944.820-86, 201503582, Mcneely, Particia, particia.mcneely@jujubinha.com.br, Fri Feb  6 10:03:33 2015
538.104.954-45, 201380137, Hoge, David, david.hoge@jujubinha.com.br, Fri Mar 22 10:44:26 2013
485.410.939-05, 201727201, Torres, Joan, joan.torres@jujubinha.com.br, Thu Apr 20 18:37:46 2017
573.620.588-43, 201465409, Carrasquillo, Judith, judith.carrasquillo@jujubinha.com.br, Thu Jun 26 17:43:18 2014
496.868.141-07, 201247741, Hull, Mark, mark.hull@jujubinha.com.br, Sun Dec  2 09:43:02 2012
756.599.321-18, 201786504, Schrecengost, Michael, michael.schrecengost@jujubinha.com.br, Wed Mar  1 19:52:38 2017
055.866.791-69, 201306238, Pope, Ricardo, ricardo.pope@jujubinha.com.br, Sat Jan  5 19:47:23 2013
110.204.664-75, 201546081, Zehner, Tonya, tonya.zehner@jujubinha.com.br, Wed Sep  9 09:40:07 2015
931.615.587-72, 201451436, Larkin, Scott, scott.larkin@jujubinha.com.br, Sat Apr 19 13:41:12 2014
984.462.140-72, 201434144, Lamphere, Dallas, dallas.lamphere@jujubinha.com.br, Thu Mar 13 08:00:30 2014
134.466.509-55, 201276971, Andrews, Amanda, amanda.andrews@jujubinha.com.br, Wed Nov 21 13:46:20 2012
886.350.679-63, 201144886, Smith, Phillip, phillip.smith@jujubinha.com.br, Mon Feb 14 00:26:05 2011
258.575.986-74, 201356136, Schultz, Steven, steven.schultz@jujubinha.com.br, Thu Sep 19 01:18:10 2013
822.632.665-62, 201632063, Hargrove, Carlotta, carlotta.hargrove@jujubinha.com.br, Wed Mar  2 15:23:09 2016
921.065.922-44, 201159536, Landres, Joshua, joshua.landres@jujubinha.com.br, Mon Feb 28 13:44:14 2011
512.802.086-03, 201553270, Scheulen, Martha, martha.scheulen@jujubinha.com.br, Thu Jun 11 15:18:24 2015
082.971.493-03, 201207629, Howard, Estelle, estelle.howard@jujubinha.com.br, Thu Feb  9 12:17:29 2012
497.199.935-06, 201500955, Thompson, Bret, bret.thompson@jujubinha.com.br, Thu Feb  5 12:32:25 2015
067.425.585-77, 201539278, Lennon, Judy, judy.lennon@jujubinha.com.br, Tue Dec  8 18:35:50 2015
487.896.132-87, 201464120, Martin, Willie, willie.martin@jujubinha.com.br, Sun Apr  6 16:15:23 2014
768.032.446-64, 201067799, Bryant, Richard, richard.bryant@jujubinha.com.br, Wed May  5 15:56:27 2010
806.443.574-05, 200843491, Riddell, Essie, essie.riddell@jujubinha.com.br, Thu Jul 24 22:07:06 2008
797.856.618-89, 200987347, Granthan, Walter, walter.granthan@jujubinha.com.br, Wed Jul 15 04:41:31 2009
420.248.712-13, 201156769, West, Michelle, michelle.west@jujubinha.com.br, Sat Nov 19 14:32:47 2011
821.077.464-28, 201166681, Urbina, Gloria, gloria.urbina@jujubinha.com.br, Sat Oct 15 09:55:55 2011
975.852.743-77, 201089050, Faughnan, Linda, linda.faughnan@jujubinha.com.br, Sun May 16 10:27:11 2010
170.324.021-44, 201691730, Pritt, Larry, larry.pritt@jujubinha.com.br, Sat Nov 26 21:19:30 2016
821.751.938-82, 201587189, Thomas, Rosendo, rosendo.thomas@jujubinha.com.br, Sun Jul 19 06:11:03 2015
205.926.759-70, 201781838, Varner, Lisa, lisa.varner@jujubinha.com.br, Sat Jan 28 11:35:54 2017
059.584.970-67, 201132487, Robinson, Ronald, ronald.robinson@jujubinha.com.br, Mon May 16 09:32:38 2011
536.043.787-58, 201687639, Dasilva, Shirley, shirley.dasilva@jujubinha.com.br, Wed Oct  5 04:45:51 2016
580.968.568-98, 201227872, Musselman, Selma, selma.musselman@jujubinha.com.br, Thu Apr 26 03:17:13 2012
854.307.857-50, 201378169, Abdo, Michelle, michelle.abdo@jujubinha.com.br, Wed Aug 21 17:44:07 2013
092.911.180-82, 201061492, Shay, Maurice, maurice.shay@jujubinha.com.br, Tue Dec 14 23:47:45 2010
859.372.993-46, 201506323, Walburn, Ernest, ernest.walburn@jujubinha.com.br, Wed Apr 29 09:37:15 2015
403.821.339-30, 201092285, Allen, Carl, carl.allen@jujubinha.com.br, Tue Feb 16 15:50:03 2010
795.985.934-27, 201243168, Calton, Kimberly, kimberly.calton@jujubinha.com.br, Wed Dec 12 08:24:03 2012
687.784.456-36, 201576036, Huttar, Wm, wm.huttar@jujubinha.com.br, Wed Nov 25 12:04:12 2015
381.696.458-70, 201181084, Applin, Michelle, michelle.applin@jujubinha.com.br, Tue Jan  4 01:23:58 2011
952.863.577-42, 201402233, Kravitz, Opal, opal.kravitz@jujubinha.com.br, Mon Feb 24 02:16:41 2014
028.837.047-45, 201394583, Thompson, Geraldine, geraldine.thompson@jujubinha.com.br, Tue Sep  3 21:55:11 2013
488.680.574-08, 201241301, Curtis, Timothy, timothy.curtis@jujubinha.com.br, Thu Aug  2 11:15:11 2012
580.550.908-16, 201796159, Parker, Glenn, glenn.parker@jujubinha.com.br, Sat Jun 17 08:17:21 2017
156.992.780-89, 201681387, Abbott, Carmen, carmen.abbott@jujubinha.com.br, Fri Dec  9 12:31:03 2016
834.326.604-90, 200940970, Burnsworth, Earl, earl.burnsworth@jujubinha.com.br, Thu May  7 22:54:12 2009
855.732.561-33, 201444331, Arruda, Joseph, joseph.arruda@jujubinha.com.br, Tue Nov  4 20:24:04 2014
756.496.022-92, 200800188, Ashmore, Sean, sean.ashmore@jujubinha.com.br, Thu Dec  4 21:10:51 2008
353.609.332-59, 201004451, Means, Charles, charles.means@jujubinha.com.br, Tue Jun 15 05:38:44 2010
602.266.603-66, 200949106, Schear, Mark, mark.schear@jujubinha.com.br, Mon May 11 16:00:13 2009
710.669.661-25, 200832597, Harty, Therese, therese.harty@jujubinha.com.br, Tue Apr  8 03:49:27 2008
345.542.016-09, 200919104, Jackson, Kirby, kirby.jackson@jujubinha.com.br, Sat Aug 15 23:49:28 2009
474.154.941-56, 201438280, Washington, Ward, ward.washington@jujubinha.com.br, Fri Aug  8 01:43:25 2014
016.340.356-81, 201282183, Temple, George, george.temple@jujubinha.com.br, Sun Jan  8 07:47:13 2012
470.610.011-88, 201442760, Morgan, Christopher, christopher.morgan@jujubinha.com.br, Sun Jun 15 14:40:35 2014
000.847.654-86, 200857410, Reinhardt, Peggy, peggy.reinhardt@jujubinha.com.br, Wed Sep 17 21:50:57 2008
729.531.743-82, 201325391, Long, Anne, anne.long@jujubinha.com.br, Fri Jun  7 05:34:47 2013
972.860.486-81, 201263387, Mohr, Raymond, raymond.mohr@jujubinha.com.br, Wed Apr 11 04:27:42 2012
792.784.862-20, 201510109, Young, Emilio, emilio.young@jujubinha.com.br, Thu Apr 30 03:04:36 2015
745.430.491-05, 201697918, Hawke, Charles, charles.hawke@jujubinha.com.br, Fri Apr 15 16:55:59 2016
052.825.865-81, 201266893, Young, Richard, richard.young@jujubinha.com.br, Fri Jun  8 08:02:57 2012
887.819.073-74, 201774284, Underwood, Edna, edna.underwood@jujubinha.com.br, Sat Jan 21 16:40:15 2017
549.958.714-61, 200863620, Hyatt, Dora, dora.hyatt@jujubinha.com.br, Thu Oct 16 23:47:17 2008
787.853.388-61, 201425519, Williams, Linda, linda.williams@jujubinha.com.br, Tue Feb 18 05:00:43 2014
029.027.023-92, 201637478, Hinton, Howard, howard.hinton@jujubinha.com.br, Sun Aug 21 11:18:48 2016
980.485.561-13, 201681839, Smith, Michael, michael.smith@jujubinha.com.br, Sun Aug 28 05:13:31 2016
440.817.544-16, 200878486, Zach, Christopher, christopher.zach@jujubinha.com.br, Sun Feb 24 08:37:17 2008
165.224.361-13, 201574075, Scott, Nicole, nicole.scott@jujubinha.com.br, Wed Mar 25 07:41:21 2015
228.593.615-46, 201135846, Isaacson, Antonio, antonio.isaacson@jujubinha.com.br, Tue Feb 22 05:42:24 2011
950.135.113-99, 201513159, Davis, Edward, edward.davis@jujubinha.com.br, Mon Aug  3 06:37:13 2015
997.622.806-41, 201337698, Riley, Guillermina, guillermina.riley@jujubinha.com.br, Sun Apr 14 11:52:18 2013
080.879.712-76, 201436052, Allen, Joyce, joyce.allen@jujubinha.com.br, Mon Dec  1 18:39:33 2014
609.099.457-29, 201111131, Moss, Frank, frank.moss@jujubinha.com.br, Mon Feb 28 18:11:56 2011
711.095.732-88, 201669789, Bellew, William, william.bellew@jujubinha.com.br, Sun Feb 28 15:54:55 2016
977.803.798-95, 201189498, Poirrier, Gina, gina.poirrier@jujubinha.com.br, Sat Aug  6 06:47:39 2011
215.390.708-71, 201427789, Rountree, Juliana, juliana.rountree@jujubinha.com.br, Mon Mar 10 13:49:01 2014
852.206.527-96, 201134490, Evans, Sheila, sheila.evans@jujubinha.com.br, Sun Apr 24 20:18:30 2011
210.656.550-44, 201040447, Tabor, Maurice, maurice.tabor@jujubinha.com.br, Mon Sep  6 16:39:07 2010
573.033.142-04, 200899461, Allegra, Mark, mark.allegra@jujubinha.com.br, Sun Apr 13 17:10:21 2008
748.714.808-30, 201312662, Caballero, Ralph, ralph.caballero@jujubinha.com.br, Thu Jun  6 13:07:18 2013
189.894.614-13, 200958472, Sellers, Hugh, hugh.sellers@jujubinha.com.br, Sun Nov  1 14:37:32 2009
922.273.643-82, 200986965, Bertram, Lisa, lisa.bertram@jujubinha.com.br, Thu Apr 30 07:42:09 2009
636.048.706-59, 200804438, Stone, Timothy, timothy.stone@jujubinha.com.br, Sat May 31 08:17:33 2008
918.044.789-49, 200879099, Mccall, William, william.mccall@jujubinha.com.br, Wed May 28 20:43:35 2008
484.267.519-99, 201582611, Christian, Rosemary, rosemary.christian@jujubinha.com.br, Fri Oct  9 06:44:58 2015
205.815.045-78, 201732199, Lee, Jeffrey, jeffrey.lee@jujubinha.com.br, Mon Jan 23 12:51:39 2017
531.131.782-21, 200909690, Pippin, Maria, maria.pippin@jujubinha.com.br, Tue Dec 15 01:49:46 2009
228.148.791-75, 201540703, Gladwell, Christian, christian.gladwell@jujubinha.com.br, Sun May 17 22:38:34 2015
696.124.049-40, 201172889, Tolbert, Juli, juli.tolbert@jujubinha.com.br, Sat Apr  2 19:32:35 2011
441.795.124-17, 201186194, Carr, Verna, verna.carr@jujubinha.com.br, Thu Jun  9 21:47:38 2011
435.820.649-44, 200805070, Vaugh, Reed, reed.vaugh@jujubinha.com.br, Thu Sep 18 21:53:17 2008
401.645.561-78, 201539975, Sanchez, Lorretta, lorretta.sanchez@jujubinha.com.br, Sat Oct 17 18:39:09 2015
180.446.686-62, 201555620, Clemons, Russell, russell.clemons@jujubinha.com.br, Mon Nov  2 08:03:13 2015
132.197.095-44, 201643270, Hollis, Jon, jon.hollis@jujubinha.com.br, Tue Nov 15 17:08:29 2016
879.323.557-43, 201379699, Kraft, Terry, terry.kraft@jujubinha.com.br, Thu Jun 13 06:22:12 2013
502.069.832-55, 201260956, Moore, Kirby, kirby.moore@jujubinha.com.br, Sun May  6 04:15:11 2012
280.683.950-61, 201200721, Dellavalle, Andrew, andrew.dellavalle@jujubinha.com.br, Fri Nov 30 21:50:20 2012
495.206.491-08, 200911043, Reveal, Amy, amy.reveal@jujubinha.com.br, Thu Aug 13 18:16:07 2009
964.658.258-61, 201343398, Mendez, Erik, erik.mendez@jujubinha.com.br, Wed Feb 20 11:58:41 2013
252.541.554-01, 201414539, Brown, Matthew, matthew.brown@jujubinha.com.br, Tue Apr 29 18:42:25 2014
073.045.091-98, 201543543, Clark, Joseph, joseph.clark@jujubinha.com.br, Sun May 31 04:19:07 2015
986.234.271-13, 201396937, Admire, Mack, mack.admire@jujubinha.com.br, Sun Aug 25 10:50:56 2013
472.852.017-79, 201126921, Demers, Luana, luana.demers@jujubinha.com.br, Sun Sep  4 19:29:38 2011
265.707.889-55, 201675263, Starnes, Selina, selina.starnes@jujubinha.com.br, Tue May 31 02:01:08 2016
200.670.051-66, 200991556, Kent, Stasia, stasia.kent@jujubinha.com.br, Mon Jul 20 20:02:44 2009
060.912.379-91, 201018786, Godfrey, Mark, mark.godfrey@jujubinha.com.br, Wed Jul  7 12:00:27 2010
447.815.791-00, 201276529, Wynia, William, william.wynia@jujubinha.com.br, Fri May  4 10:15:22 2012
608.938.277-69, 201341184, Mccarron, Randi, randi.mccarron@jujubinha.com.br, Tue Jan 22 13:08:02 2013
361.967.440-32, 200807233, Leary, Ernest, ernest.leary@jujubinha.com.br, Sun Jun  1 01:17:13 2008
404.255.251-28, 201118782, Pagani, Rachel, rachel.pagani@jujubinha.com.br, Thu Mar 31 10:29:35 2011
130.093.563-76, 201089968, Vassel, Leroy, leroy.vassel@jujubinha.com.br, Mon Sep 13 18:48:37 2010
726.448.417-90, 200997192, Fitzgerald, Morgan, morgan.fitzgerald@jujubinha.com.br, Sat Dec  5 20:23:37 2009
258.826.695-13, 201710506, Rega, Valerie, valerie.rega@jujubinha.com.br, Wed Jan 11 23:27:10 2017
035.055.365-94, 201155578, Cronin, Clayton, clayton.cronin@jujubinha.com.br, Sun Dec  4 23:40:25 2011
704.615.358-30, 200803074, Marquez, Kristen, kristen.marquez@jujubinha.com.br, Wed Jul 16 22:27:02 2008
431.332.093-14, 201444566, Thibodeau, Steven, steven.thibodeau@jujubinha.com.br, Fri Jun 20 09:54:25 2014
233.730.990-51, 201398015, Hoggard, Elmer, elmer.hoggard@jujubinha.com.br, Wed Oct 30 23:40:03 2013
100.382.350-21, 200833680, Hendricks, Justin, justin.hendricks@jujubinha.com.br, Fri Aug  8 07:09:49 2008
165.813.203-30, 200982014, Santamaria, Carolyn, carolyn.santamaria@jujubinha.com.br, Thu Jul 30 23:08:19 2009
861.234.046-94, 201301732, Webb, Shirley, shirley.webb@jujubinha.com.br, Mon Aug  5 14:05:45 2013
860.585.230-10, 201785823, Ruble, Holly, holly.ruble@jujubinha.com.br, Tue Feb 21 17:49:47 2017
098.649.591-76, 201544005, Estevez, Alan, alan.estevez@jujubinha.com.br, Wed Jun 10 14:04:41 2015
714.711.466-71, 200866829, Ketcham, Bruce, bruce.ketcham@jujubinha.com.br, Fri Sep 19 21:26:45 2008
005.775.094-43, 201546057, Miller, Courtney, courtney.miller@jujubinha.com.br, Wed Sep  2 21:49:24 2015
393.725.942-35, 201225131, Hutcheson, Gary, gary.hutcheson@jujubinha.com.br, Sun Sep  2 02:00:46 2012
938.451.542-11, 201000706, Diaz, Benjamin, benjamin.diaz@jujubinha.com.br, Thu Mar  4 01:37:47 2010
980.217.634-36, 200998979, Grover, Bobby, bobby.grover@jujubinha.com.br, Thu Sep 17 08:39:12 2009
020.358.551-75, 200888412, Ortiz, Tommy, tommy.ortiz@jujubinha.com.br, Wed Dec 17 22:37:15 2008
660.268.907-80, 201405677, Lauer, John, john.lauer@jujubinha.com.br, Tue May  6 16:34:22 2014
556.199.504-22, 201415341, Klein, Kendrick, kendrick.klein@jujubinha.com.br, Tue Mar  4 04:54:40 2014
809.718.726-81, 201418828, Olofson, Helen, helen.olofson@jujubinha.com.br, Sun Jul 13 17:29:03 2014
874.851.870-96, 201000219, Jordan, Joseph, joseph.jordan@jujubinha.com.br, Mon Jul 26 14:09:59 2010
096.663.103-61, 200882816, Sawinski, Ann, ann.sawinski@jujubinha.com.br, Mon May 19 14:55:39 2008
931.808.948-20, 201469035, Rivera, Michael, michael.rivera@jujubinha.com.br, Fri Feb  7 13:13:52 2014
118.800.344-35, 201415076, Gloria, Jonathan, jonathan.gloria@jujubinha.com.br, Sat Aug  2 07:13:14 2014
537.337.308-79, 201106799, Alonso, John, john.alonso@jujubinha.com.br, Thu Sep 15 05:51:30 2011
095.336.675-67, 201337690, Gaines, Denise, denise.gaines@jujubinha.com.br, Sun Mar 31 07:00:12 2013
665.348.398-19, 201336334, Nelson, Anthony, anthony.nelson@jujubinha.com.br, Tue Aug  6 08:11:02 2013
392.859.036-72, 201578935, Lambert, Jodi, jodi.lambert@jujubinha.com.br, Wed Apr  8 16:23:44 2015
581.861.388-76, 201235717, Nosek, Mary, mary.nosek@jujubinha.com.br, Mon Apr 23 03:53:45 2012
682.538.667-00, 201728094, Hansen, Joyce, joyce.hansen@jujubinha.com.br, Fri Apr 28 15:57:18 2017
778.798.262-78, 200803010, Teeters, Shawn, shawn.teeters@jujubinha.com.br, Tue Apr  1 20:00:23 2008
740.589.049-84, 201167200, Golden, Robert, robert.golden@jujubinha.com.br, Wed May 11 22:49:09 2011
798.751.411-33, 201487562, Negron, Christopher, christopher.negron@jujubinha.com.br, Fri Sep 26 06:17:04 2014
257.158.563-61, 201164854, Alter, Leland, leland.alter@jujubinha.com.br, Thu Mar  3 18:14:34 2011
654.961.169-51, 201560259, Cropley, Felix, felix.cropley@jujubinha.com.br, Sat Mar  7 23:47:49 2015
968.553.713-63, 201035171, Anderson, Ryan, ryan.anderson@jujubinha.com.br, Wed Sep  8 22:01:37 2010
429.687.434-46, 201649027, Larson, Robert, robert.larson@jujubinha.com.br, Thu Apr 21 14:55:43 2016
310.231.423-02, 201175308, Gilbert, Jennifer, jennifer.gilbert@jujubinha.com.br, Fri Aug 12 05:46:18 2011
302.550.761-68, 201463993, Caple, Cynthia, cynthia.caple@jujubinha.com.br, Sat Oct 18 13:26:27 2014
924.608.498-68, 201697111, Hildreth, Teisha, teisha.hildreth@jujubinha.com.br, Sat Jul 30 10:23:31 2016
361.152.765-69, 201764334, Polo, Jill, jill.polo@jujubinha.com.br, Sat Feb 11 08:33:25 2017
747.780.541-05, 201644080, Arnold, Robert, robert.arnold@jujubinha.com.br, Thu Sep  1 07:59:39 2016
153.362.374-00, 200988506, Coffin, Toby, toby.coffin@jujubinha.com.br, Mon May 11 23:19:50 2009
620.395.149-25, 201439409, Light, Paul, paul.light@jujubinha.com.br, Mon May 26 12:40:49 2014
512.593.940-21, 201579068, Ferrell, John, john.ferrell@jujubinha.com.br, Sat Feb  7 01:37:01 2015
587.349.136-52, 201078671, Rivas, Andrew, andrew.rivas@jujubinha.com.br, Sun Nov 14 04:19:31 2010
758.919.838-36, 201420626, Wilson, Helen, helen.wilson@jujubinha.com.br, Wed Sep 17 10:12:40 2014
075.531.697-88, 201671247, Franklin, Mary, mary.franklin@jujubinha.com.br, Mon Oct 17 04:22:33 2016
808.046.123-33, 201452864, Lawson, Lorraine, lorraine.lawson@jujubinha.com.br, Sun Oct 12 19:39:24 2014
461.204.990-90, 201291705, Woodard, John, john.woodard@jujubinha.com.br, Fri Apr 27 13:20:02 2012
648.042.347-07, 201657827, Conroy, Joel, joel.conroy@jujubinha.com.br, Sat Oct 22 03:20:56 2016
224.903.887-48, 200999860, Lowe, Brian, brian.lowe@jujubinha.com.br, Sat Dec 19 05:11:45 2009
442.907.052-78, 200821469, Diaz, Lynn, lynn.diaz@jujubinha.com.br, Tue Aug 26 22:10:13 2008
872.878.078-29, 201338564, Field, Edith, edith.field@jujubinha.com.br, Thu Nov  7 23:03:42 2013
101.263.594-24, 201609453, Young, Kimberley, kimberley.young@jujubinha.com.br, Sat Jul 30 09:09:28 2016
263.906.749-75, 201123046, Grau, Adrian, adrian.grau@jujubinha.com.br, Sat Sep 17 06:20:59 2011
686.860.112-90, 200981593, Cromwell, Alexander, alexander.cromwell@jujubinha.com.br, Sun Dec 20 06:03:25 2009
600.742.793-57, 201047473, Sexton, James, james.sexton@jujubinha.com.br, Thu Jan 28 18:45:45 2010
638.599.603-73, 200863049, Miller, Eric, eric.miller@jujubinha.com.br, Mon Sep 22 08:42:28 2008
117.903.130-75, 201370911, Thielman, Janis, janis.thielman@jujubinha.com.br, Mon Aug 12 00:01:44 2013
844.627.447-50, 200978275, Henkel, Martin, martin.henkel@jujubinha.com.br, Tue Dec  1 18:16:43 2009
334.272.088-30, 200925929, Robinson, Leah, leah.robinson@jujubinha.com.br, Mon May 11 23:53:57 2009
916.374.408-86, 201265892, Burris, Charlotte, charlotte.burris@jujubinha.com.br, Wed Jan 25 12:52:53 2012
726.371.678-69, 201289879, Morales, Joseph, joseph.morales@jujubinha.com.br, Mon Oct 22 14:19:27 2012
822.543.047-78, 200989185, Demello, Evelyn, evelyn.demello@jujubinha.com.br, Sat Oct 17 17:10:34 2009
960.021.597-53, 201586834, Edmonds, Isaac, isaac.edmonds@jujubinha.com.br, Wed Jul 15 11:16:56 2015
055.678.274-05, 201755321, Schontz, Jackie, jackie.schontz@jujubinha.com.br, Sat Mar 11 12:17:55 2017
047.234.056-52, 200847827, Gordon, Jason, jason.gordon@jujubinha.com.br, Sun Mar 23 02:48:05 2008
696.021.004-34, 201614142, Jones, Patricia, patricia.jones@jujubinha.com.br, Mon Oct 24 14:53:09 2016
741.769.764-56, 201653308, Applewhite, Deborah, deborah.applewhite@jujubinha.com.br, Tue Feb 23 06:33:23 2016
734.396.903-25, 200863180, Alonso, Melanie, melanie.alonso@jujubinha.com.br, Sun Sep 28 02:16:12 2008
853.255.375-01, 201615639, Marin, Jessica, jessica.marin@jujubinha.com.br, Wed Jul 13 14:55:16 2016
538.729.465-04, 201208443, Kurz, Maria, maria.kurz@jujubinha.com.br, Sat Feb 18 03:12:40 2012
657.752.111-39, 200995552, Cuesta, Virginia, virginia.cuesta@jujubinha.com.br, Fri Dec 25 11:09:03 2009
953.359.821-02, 200804868, Henry, Gwyneth, gwyneth.henry@jujubinha.com.br, Tue Jan 29 11:31:30 2008
319.013.212-99, 200875959, Hohl, Amber, amber.hohl@jujubinha.com.br, Sun Dec  7 18:47:37 2008
062.637.395-93, 201643819, Red, Thomas, thomas.red@jujubinha.com.br, Sat Jan 23 02:55:46 2016
648.367.364-81, 201483902, Macfarlane, Thomas, thomas.macfarlane@jujubinha.com.br, Wed Mar 26 07:00:10 2014
606.449.020-61, 201026880, Castro, Joseph, joseph.castro@jujubinha.com.br, Sat Aug 21 05:08:39 2010
624.748.844-28, 201590915, Willis, Elizabeth, elizabeth.willis@jujubinha.com.br, Sat Aug  1 12:25:49 2015
624.219.941-67, 201282074, Vincent, Lucienne, lucienne.vincent@jujubinha.com.br, Fri Apr 20 07:29:32 2012
128.823.228-22, 201258138, Jackson, Devon, devon.jackson@jujubinha.com.br, Tue Oct 23 12:21:04 2012
273.439.428-54, 201311712, Bransford, Paul, paul.bransford@jujubinha.com.br, Wed May 29 23:39:23 2013
442.939.272-27, 201485252, Mcardle, Brett, brett.mcardle@jujubinha.com.br, Sun Sep  7 06:51:48 2014
716.329.862-20, 201710066, Goeller, Eric, eric.goeller@jujubinha.com.br, Sat Apr 22 19:32:03 2017
326.406.787-85, 201610241, Lafferty, Isabel, isabel.lafferty@jujubinha.com.br, Wed Dec  7 15:04:47 2016
474.773.917-62, 201066915, Buchanan, Heather, heather.buchanan@jujubinha.com.br, Mon May 17 19:05:42 2010
258.598.329-43, 201426379, Garcia, Holly, holly.garcia@jujubinha.com.br, Mon Jun 16 04:02:58 2014
186.667.363-52, 201117970, Meier, Robert, robert.meier@jujubinha.com.br, Sun May  8 06:13:21 2011
025.409.162-93, 201403246, Lawson, Vicki, vicki.lawson@jujubinha.com.br, Wed Jan  1 21:46:24 2014
897.445.080-73, 200875043, Lacy, Maria, maria.lacy@jujubinha.com.br, Sun Apr 27 18:05:53 2008
087.628.180-59, 201551767, Fregoso, Derek, derek.fregoso@jujubinha.com.br, Wed Sep 23 06:37:10 2015
024.695.138-56, 201485119, Conner, Carlton, carlton.conner@jujubinha.com.br, Wed Jul  9 14:11:34 2014
